CodigoProduto;SaldoDisponivel;ID Tiny_x;Preço padrão_x;Código (SKU)_x;Preço padrão_y;Código (SKU)_y;Preço padrão;ID Tiny_y
8.07.04.48.10;0;811818034;0.0;;;;0.0;811818034
8.07.04.49.01;63;809546485;93.9;8.07.04.49.01;93.9;8.07.04.49.01;93.9;809546485
8.07.04.50.10;9;809546432;93.9;8.07.04.50.10;93.9;8.07.04.50.10;93.9;809546432
8.07.04.51.10;0;811814678;1253.9;8.07.04.51.10;1253.9;8.07.04.51.10;1253.9;811814678
8.07.04.52.01;1;811814578;1253.9;8.07.04.52.01;1253.9;8.07.04.52.01;1253.9;811814578
8.07.04.53.01;16;809547228;146.9;8.07.04.53.01;146.9;8.07.04.53.01;146.9;809547228
8.07.04.54.10;0;809547156;146.9;8.07.04.54.10;146.9;8.07.04.54.10;146.9;809547156
8.07.04.55.01;3;811816263;933.9;8.07.04.55.01;933.9;8.07.04.55.01;933.9;811816263
8.07.04.56.00;0;809546400;0.0;;;;0.0;809546400
8.07.103.01.01;0;811817460;0.0;;;;0.0;811817460
8.07.103.02.01;0;811817456;0.0;;;;0.0;811817456
8.07.103.03.01;3;811817465;1299.0;8.07.103.03.01;1299.0;8.07.103.03.01;1299.0;811817465
8.07.103.04.01;2;811817574;1299.0;8.07.103.04.01;1299.0;8.07.103.04.01;1299.0;811817574
8.07.103.05.01;0;914287570;1390.0;8.07.103.05.01;1390.0;8.07.103.05.01;1390.0;914287570
8.07.103.06.01;5;919638023;0.0;;;;0.0;919638023
8.07.103.07.10;0;919638042;0.0;;;;0.0;919638042
8.07.103.09.01;0;918647874;0.0;;;;0.0;918647874
8.07.23.01.18;0;809546866;449.0;8.07.23.01.18;449.0;8.07.23.01.18;449.0;809546866
8.07.23.02.11;2;809547052;449.0;8.07.23.02.11;449.0;8.07.23.02.11;449.0;809547052
8.07.23.04.01;0;914218000;0.0;;;;0.0;914218000
8.07.23.05.27;0;914218016;1182.9;8.07.23.05.27;1182.9;8.07.23.05.27;1182.9;914218016
8.07.23.10.01;0;914970775;0.0;;;;0.0;914970775
8.07.23.12.01;0;817775079;0.0;;;;0.0;817775079
8.07.23.13.01;0;809546698;129.0;8.07.23.13.01;129.0;8.07.23.13.01;129.0;809546698
8.07.23.14.10;0;809546671;129.0;8.07.23.14.10;129.0;8.07.23.14.10;129.0;809546671
8.07.23.15.01;0;811814765;0.0;;;;0.0;811814765
8.07.23.16.10;1;811814877;1399.0;8.07.23.16.10;1399.0;8.07.23.16.10;1399.0;811814877
8.07.23.17.01;0;809546731;449.0;8.07.23.17.01;449.0;8.07.23.17.01;449.0;809546731
8.07.23.18.01;3;811817196;1799.0;8.07.23.18.01;1799.0;8.07.23.18.01;1799.0;811817196
8.07.23.19.01;14;908306907;1099.0;8.07.23.19.01;1099.0;8.07.23.19.01;1099.0;908306907
8.07.23.20.10;11;908306918;1099.0;8.07.23.20.10;1099.0;8.07.23.20.10;1099.0;908306918
8.07.23.21.01;3;914221105;1299.0;8.07.23.21.01;1299.0;8.07.23.21.01;1299.0;914221105
8.07.23.22.10;3;914221124;1299.0;8.07.23.22.10;1299.0;8.07.23.22.10;1299.0;914221124
8.07.23.23.01;12;914287820;1999.0;8.07.23.23.01;1999.0;8.07.23.23.01;1999.0;914287820
8.07.23.24.01;0;914287863;129.0;8.07.23.24.01;129.0;8.07.23.24.01;129.0;914287863
8.07.23.25.10;0;915287249;129.0;8.07.23.25.10;129.0;8.07.23.25.10;129.0;915287249
8.07.23.26.10;0;917237187;0.0;;;;0.0;917237187
8.07.23.27.01;3;921333046;0.0;;;;0.0;921333046
8.07.23.29.01;2;921333067;0.0;;;;0.0;921333067
8.07.23.32.06;5;918647838;0.0;;;;0.0;918647838
8.07.23.33.57;3;927766856;0.0;;;;0.0;927766856
8.07.24.01.01;0;811817740;0.0;;;;0.0;811817740
8.07.26.08.18;0;809546554;0.0;;;;0.0;809546554
8.07.26.09.01;0;811816353;0.0;;;;0.0;811816353
8.07.26.10.01;0;811360616;0.0;;;;0.0;811360616
8.07.26.11.07;0;811814970;0.0;;;;0.0;811814970
8.07.28.11.58;0;811817745;0.0;;;;0.0;811817745
8.07.28.12.01;0;811387350;0.0;;;;0.0;811387350
8.07.28.13.110;0;811387424;0.0;;;;0.0;811387424
8.07.28.14.01;0;914225556;432.0;8.07.28.14.01;432.0;8.07.28.14.01;432.0;914225556
8.07.32.07.08;0;811816002;829.0;8.07.32.07.08;829.0;8.07.32.07.08;829.0;811816002
8.07.32.37.10;0;811814466;829.0;8.07.32.37.10;829.0;8.07.32.37.10;829.0;811814466
8.07.32.41.00;0;811816039;829.0;8.07.32.41.00;829.0;8.07.32.41.00;829.0;811816039
8.07.32.42.00;0;811814342;0.0;;;;0.0;811814342
8.07.32.43.00;0;811387731;0.0;;;;0.0;811387731
8.07.32.44.00;0;811815319;489.0;8.07.32.44.00;489.0;8.07.32.44.00;489.0;811815319
8.07.32.45.00;0;811815352;0.0;;;;0.0;811815352
8.07.32.46.00;0;811815336;0.0;;;;0.0;811815336
8.07.32.47.01;0;811815395;0.0;;;;0.0;811815395
8.07.32.48.01;0;811387664;0.0;;;;0.0;811387664
8.07.32.49.104;0;811387693;0.0;;;;0.0;811387693
8.07.32.50.01;0;811815277;0.0;;;;0.0;811815277
8.07.32.51.01;0;811816050;0.0;;;;0.0;811816050
8.07.32.52.104;0;811816186;0.0;;;;0.0;811816186
8.07.32.53.01;0;811815363;0.0;;;;0.0;811815363
8.07.32.54.08;0;811387619;0.0;;;;0.0;811387619
8.07.32.55.08;0;811387634;0.0;;;;0.0;811387634
8.07.32.56.07;0;811387587;0.0;;;;0.0;811387587
8.07.32.57.01;0;811815261;0.0;;;;0.0;811815261
8.07.39.01.57;0;811815514;0.0;;;;0.0;811815514
8.07.39.02.10;0;811815536;0.0;;;;0.0;811815536
8.07.39.05.07;0;811361876;709.0;8.07.39.05.07;709.0;8.07.39.05.07;709.0;811361876
8.07.39.06.00;0;811361840;709.0;8.07.39.06.00;709.0;8.07.39.06.00;709.0;811361840
8.07.39.07.10;0;811361919;0.0;;;;0.0;811361919
8.07.39.08.01;0;811361814;699.0;8.07.39.08.01;699.0;8.07.39.08.01;699.0;811361814
8.07.39.10.01;0;811815547;0.0;;;;0.0;811815547
8.07.39.11.01;1;915287429;569.0;8.07.39.11.01;569.0;8.07.39.11.01;569.0;915287429
8.07.53.02.01;0;811817834;0.0;;;;0.0;811817834
8.07.53.03.00;0;914968060;0.0;;;;0.0;914968060
8.07.53.05.00;0;817773845;0.0;;;;0.0;817773845
8.07.53.07.01;0;914968103;0.0;;;;0.0;914968103
8.07.53.11.01;0;914215894;0.0;;;;0.0;914215894
8.07.53.12.01;0;811815616;0.0;;;;0.0;811815616
8.07.53.13.01;0;809547456;0.0;;;;0.0;809547456
8.07.53.14.01;0;811816945;0.0;;;;0.0;811816945
8.07.53.15.01;0;811817666;0.0;;;;0.0;811817666
8.07.53.16.01;0;811360891;0.0;;;;0.0;811360891
8.07.54.01.01;0;811386406;0.0;;;;0.0;811386406
8.07.54.02.07;0;811817095;499.0;8.07.54.02.07;499.0;8.07.54.02.07;499.0;811817095
8.07.54.03.77;0;811817133;499.0;8.07.54.03.77;499.0;8.07.54.03.77;499.0;811817133
8.07.54.04.01;0;811387792;0.0;;;;0.0;811387792
8.07.54.05.01;0;809547947;0.0;;;;0.0;809547947
8.07.54.06.01;0;809547461;93.9;8.07.54.06.01;93.9;8.07.54.06.01;93.9;809547461
8.07.54.07.01;0;811387535;597.9;8.07.54.07.01;597.9;8.07.54.07.01;597.9;811387535
8.07.54.08.68;0;811386494;0.0;;;;0.0;811386494
8.07.54.09.01;1;811358943;456.9;8.07.54.09.01;456.9;8.07.54.09.01;456.9;811358943
8.07.54.10.01;0;811814407;0.0;;;;0.0;811814407
8.07.54.11.68;0;811816928;0.0;;;;0.0;811816928
8.07.54.12.01;0;811814153;0.0;;;;0.0;811814153
8.07.54.13.01;0;811387478;651.9;8.07.54.13.01;651.9;8.07.54.13.01;651.9;811387478
8.07.57.01.06;0;811915379;20.0;8.07.57.01.06;20.0;8.07.57.01.06;20.0;811915379
8.07.68.01.01;0;811816531;0.0;;;;0.0;811816531
8.07.68.02.10;0;811816444;0.0;;;;0.0;811816444
8.07.68.03.76;0;811359176;0.0;;;;0.0;811359176
8.07.68.04.10;0;811817995;0.0;;;;0.0;811817995
8.07.68.05.01;0;811818001;0.0;;;;0.0;811818001
8.07.68.06.01;0;809546584;0.0;;;;0.0;809546584
8.07.68.07.01;0;809547360;0.0;;;;0.0;809547360
8.07.68.08.10;0;811817244;0.0;;;;0.0;811817244
8.07.73.03.10;1;914970037;0.0;;;;0.0;914970037
8.07.73.04.01;0;914968878;0.0;;;;0.0;914968878
8.07.74.01.01;0;809546238;0.0;;;;0.0;809546238
8.07.74.02.10;1;811386857;1129.0;8.07.74.02.10;1129.0;8.07.74.02.10;1129.0;811386857
8.07.74.03.01;0;811387079;0.0;;;;0.0;811387079
8.07.74.04.10;0;811387583;0.0;;;;0.0;811387583
8.07.74.05.07;1;811815441;1429.0;8.07.74.05.07;1429.0;8.07.74.05.07;1429.0;811815441
8.07.74.06.01;0;811815554;0.0;;;;0.0;811815554
8.07.74.07.01;0;811385843;0.0;;;;0.0;811385843
8.07.76.01.10;0;811814507;0.0;;;;0.0;811814507
8.07.76.02.10;0;811814511;2498.0;8.07.76.02.10;2498.0;8.07.76.02.10;2498.0;811814511
8.07.76.03.01;1;811814517;2498.0;8.07.76.03.01;2498.0;8.07.76.03.01;2498.0;811814517
8.07.76.04.01;0;811814574;0.0;;;;0.0;811814574
8.07.76.05.10;0;811816601;0.0;;;;0.0;811816601
8.07.76.06.01;0;811816607;0.0;;;;0.0;811816607
8.07.76.07.08;0;811385973;0.0;;;;0.0;811385973
8.07.76.08.01;0;811817766;738.0;8.07.76.08.01;738.0;8.07.76.08.01;738.0;811817766
8.07.76.09.11;0;914218898;0.0;;;;0.0;914218898
8.07.76.10.01;4;914225643;899.0;8.07.76.10.01;899.0;8.07.76.10.01;899.0;914225643
8.07.76.11.10;0;914221542;3880.0;8.07.76.11.10;3880.0;8.07.76.11.10;3880.0;914221542
8.07.76.12.01;5;915287417;62.9;8.07.76.12.01;62.9;8.07.76.12.01;62.9;915287417
8.07.76.13.01;0;914222671;699.0;8.07.76.13.01;699.0;8.07.76.13.01;699.0;914222671
8.07.76.14.07;0;914222690;699.0;8.07.76.14.07;699.0;8.07.76.14.07;699.0;914222690
8.07.76.15.07;0;914222704;699.0;8.07.76.15.07;699.0;8.07.76.15.07;699.0;914222704
8.07.76.16.01;0;914222719;699.0;8.07.76.16.01;699.0;8.07.76.16.01;699.0;914222719
8.07.76.17.08;0;914222736;699.0;8.07.76.17.08;699.0;8.07.76.17.08;699.0;914222736
8.07.76.18.10;11;914219323;3880.0;8.07.76.18.10;3880.0;8.07.76.18.10;3880.0;914219323
8.07.76.19.11;6;917175460;0.0;;;;0.0;917175460
8.07.76.20.10;3;917175436;0.0;;;;0.0;917175436
8.07.76.21.01;1;922293195;0.0;;;;0.0;922293195
8.07.84.01.01;2;811817829;6094.99;8.07.84.01.01;6094.99;8.07.84.01.01;6094.99;811817829
8.07.84.01.07;0;811376764;0.0;;;;0.0;811376764
8.07.84.02.10;2;811376695;3499.0;8.07.84.02.10;3499.0;8.07.84.02.10;3499.0;811376695
8.07.84.04.10;2;914287533;6094.99;8.07.84.04.10;6094.99;8.07.84.04.10;6094.99;914287533
8.07.84.05.01;2;914287551;5174.99;8.07.84.05.01;5174.99;8.07.84.05.01;5174.99;914287551
8.08.01.01.01;0;811819563;549.0;8.08.01.01.01;549.0;8.08.01.01.01;549.0;811819563
8.08.01.02.27;5;927766833;0.0;;;;0.0;927766833
8.08.01.03.27;3;927766813;0.0;;;;0.0;927766813
8.08.01.24.01;0;811818931;303.9;8.08.01.24.01;303.9;8.08.01.24.01;303.9;811818931
8.08.01.25.27;1;811818962;303.9;8.08.01.25.27;303.9;8.08.01.25.27;303.9;811818962
8.08.02.01.10;0;915287439;599.0;8.08.02.01.10;599.0;8.08.02.01.10;599.0;915287439
8.08.04.01.01;0;811819447;153.9;8.08.04.01.01;153.9;8.08.04.01.01;153.9;811819447
8.08.04.02.10;0;811819330;153.9;8.08.04.02.10;153.9;8.08.04.02.10;153.9;811819330
8.08.04.03.10;0;811819311;153.9;8.08.04.03.10;153.9;8.08.04.03.10;153.9;811819311
8.08.16.02.00;0;811819344;0.0;;;;0.0;811819344
8.08.23.01.01;2;811819432;169.0;8.08.23.01.01;169.0;8.08.23.01.01;169.0;811819432
8.08.23.02.07;0;811819000;169.0;8.08.23.02.07;169.0;8.08.23.02.07;169.0;811819000
8.08.23.03.10;0;811819057;169.0;8.08.23.03.10;169.0;8.08.23.03.10;169.0;811819057
8.08.23.04.01;0;811818774;299.0;8.08.23.04.01;299.0;8.08.23.04.01;299.0;811818774
8.08.26.01.10;0;811819424;0.0;;;;0.0;811819424
8.08.26.02.01;0;811819428;0.0;;;;0.0;811819428
8.08.28.01.10;0;811831656;0.0;;;;0.0;811831656
8.08.30.01.01;0;914226347;763.9;8.08.30.01.01;763.9;8.08.30.01.01;763.9;914226347
8.08.30.02.10;0;914218640;0.0;;;;0.0;914218640
8.08.30.03.11;0;914218669;0.0;;;;0.0;914218669
8.08.47.02.01;0;811818853;0.0;;;;0.0;811818853
8.08.47.04.92;0;811818827;0.0;;;;0.0;811818827
8.08.47.06.10;0;811818894;0.0;;;;0.0;811818894
8.08.47.07.01;0;811818881;0.0;;;;0.0;811818881
8.08.47.09.10;0;811818663;0.0;;;;0.0;811818663
8.08.47.11.10;0;811819506;0.0;;;;0.0;811819506
8.08.47.13.92;0;811818909;0.0;;;;0.0;811818909
8.08.47.14.37;0;812032814;0.0;;;;0.0;812032814
8.08.47.16.10;0;812032829;0.0;;;;0.0;812032829
8.08.47.17.92;0;914967641;0.0;;;;0.0;914967641
8.08.47.18.01;0;812032852;0.0;;;;0.0;812032852
8.08.47.19.08;1;915288666;149.0;8.08.47.19.08;149.0;8.08.47.19.08;149.0;915288666
8.08.47.20.01;0;811818901;0.0;;;;0.0;811818901
8.08.53.02.10;0;811818761;599.0;8.08.53.02.10;599.0;8.08.53.02.10;599.0;811818761
8.08.53.04.01;0;811818862;349.0;8.08.53.04.01;349.0;8.08.53.04.01;349.0;811818862
8.08.74.01.10;1;811819354;309.0;8.08.74.01.10;309.0;8.08.74.01.10;309.0;811819354
8.08.74.02.01;2;811819376;309.0;8.08.74.02.01;309.0;8.08.74.02.01;309.0;811819376
8.08.89.01.01;0;811819297;0.0;;;;0.0;811819297
8.08.98.01.07;6;811819259;199.0;8.08.98.01.07;199.0;8.08.98.01.07;199.0;811819259
8.08.98.02.07;0;811819275;0.0;;;;0.0;811819275
8.08.98.03.10;0;811819292;0.0;;;;0.0;811819292
8.08.98.04.18;0;811818739;0.0;;;;0.0;811818739
8.08.98.05.06;0;812027836;0.0;;;;0.0;812027836
8.08.98.06.08;4;811818621;189.0;8.08.98.06.08;189.0;8.08.98.06.08;189.0;811818621
8.08.98.07.01;4;811818689;279.9;8.08.98.07.01;279.9;8.08.98.07.01;279.9;811818689
8.08.98.08.07;5;811818732;319.9;8.08.98.08.07;319.9;8.08.98.08.07;319.9;811818732
8.08.98.09.10;5;811818726;319.9;8.08.98.09.10;319.9;8.08.98.09.10;319.9;811818726
8.08.98.10.18;3;811818632;399.9;8.08.98.10.18;399.9;8.08.98.10.18;399.9;811818632
8.09.01.01.01;0;811833153;2199.0;8.09.01.01.01;2199.0;8.09.01.01.01;2199.0;811833153
8.09.01.02.10;3;811833157;2199.0;8.09.01.02.10;2199.0;8.09.01.02.10;2199.0;811833157
8.09.01.03.01;17;811833145;2999.0;8.09.01.03.01;2999.0;8.09.01.03.01;2999.0;811833145
8.09.01.04.10;0;811833149;2999.0;8.09.01.04.10;2999.0;8.09.01.04.10;2999.0;811833149
8.09.01.05.01;1;811834785;899.0;8.09.01.05.01;899.0;8.09.01.05.01;899.0;811834785
8.09.01.06.10;0;811834909;0.0;;;;0.0;811834909
8.09.01.07.10;71;909753066;1799.9;8.09.01.07.10;1799.9;8.09.01.07.10;1799.9;909753066
8.09.01.08.01;0;909753091;1799.9;8.09.01.08.01;1799.9;8.09.01.08.01;1799.9;909753091
8.09.01.09.01;2;909753206;5199.9;8.09.01.09.01;5199.9;8.09.01.09.01;5199.9;909753206
8.09.01.10.01;63;909753219;2879.9;8.09.01.10.01;2879.9;8.09.01.10.01;2879.9;909753219
8.09.01.100.83;0;811833609;3117.9;8.09.01.100.83;3117.9;8.09.01.100.83;3117.9;811833609
8.09.01.101.27;2;812030602;3117.9;8.09.01.101.27;3117.9;8.09.01.101.27;3117.9;812030602
8.09.01.102.57;0;812030656;3117.9;8.09.01.102.57;3117.9;8.09.01.102.57;3117.9;812030656
8.09.01.103.27;1;812030679;3117.9;8.09.01.103.27;3117.9;8.09.01.103.27;3117.9;812030679
8.09.01.104.01;0;817774402;0.0;;;;0.0;817774402
8.09.01.105.01;0;817774713;0.0;;;;0.0;817774713
8.09.01.108.01;0;921935423;0.0;;;;0.0;921935423
8.09.01.109.10;5;921935559;0.0;;;;0.0;921935559
8.09.01.11.10;3;909753229;2879.9;8.09.01.11.10;2879.9;8.09.01.11.10;2879.9;909753229
8.09.01.12.01;0;914287599;3999.0;8.09.01.12.01;3999.0;8.09.01.12.01;3999.0;914287599
8.09.01.13.01;0;917236715;0.0;;;;0.0;917236715
8.09.01.14.10;33;917236753;0.0;;;;0.0;917236753
8.09.01.15.01;1;922356516;0.0;;;;0.0;922356516
8.09.01.17.01;2;922356533;0.0;;;;0.0;922356533
8.09.01.18.60;0;922355818;0.0;;;;0.0;922355818
8.09.01.19.10;2;922355845;0.0;;;;0.0;922355845
8.09.01.21.01;3;922356007;0.0;;;;0.0;922356007
8.09.01.22.10;2;922356026;0.0;;;;0.0;922356026
8.09.01.27.35;3;914286767;4652.9;8.09.01.27.35;4652.9;8.09.01.27.35;4652.9;914286767
8.09.01.28.31;0;817774242;4652.9;8.09.01.28.31;4652.9;8.09.01.28.31;4652.9;817774242
8.09.01.36.58;1;817773822;3117.9;8.09.01.36.58;3117.9;8.09.01.36.58;3117.9;817773822
8.09.01.45.83;0;817773907;0.0;;;;0.0;817773907
8.09.01.53.100;0;817773800;0.0;;;;0.0;817773800
8.09.01.54.01;0;811857853;21.9;8.09.01.54.01;21.9;8.09.01.54.01;21.9;811857853
8.09.01.59.01;1;811369606;106.9;8.09.01.59.01;106.9;8.09.01.59.01;106.9;811369606
8.09.01.61.31;0;914217651;0.0;;;;0.0;914217651
8.09.01.64.01;0;811857145;42.9;8.09.01.64.01;42.9;8.09.01.64.01;42.9;811857145
8.09.01.73.11;0;817774510;0.0;;;;0.0;817774510
8.09.01.75.18;0;914970713;0.0;;;;0.0;914970713
8.09.01.76.16;0;914286932;0.0;;;;0.0;914286932
8.09.01.77.10;0;812030619;0.0;;;;0.0;812030619
8.09.01.78.01;1;811837254;2173.9;8.09.01.78.01;2173.9;8.09.01.78.01;2173.9;811837254
8.09.01.79.27;0;811837286;2173.9;8.09.01.79.27;2173.9;8.09.01.79.27;2173.9;811837286
8.09.01.80.01;0;914218361;0.0;;;;0.0;914218361
8.09.01.81.01;0;914218373;0.0;;;;0.0;914218373
8.09.01.85.01;1;812029457;3146.9;8.09.01.85.01;3146.9;8.09.01.85.01;3146.9;812029457
8.09.01.86.10;15;812029479;3146.9;8.09.01.86.10;3146.9;8.09.01.86.10;3146.9;812029479
8.09.01.88.35;0;811842151;0.0;;;;0.0;811842151
8.09.01.89.01;0;811842740;3062.9;8.09.01.89.01;3062.9;8.09.01.89.01;3062.9;811842740
8.09.01.90.27;0;811842869;0.0;;;;0.0;811842869
8.09.01.91.07;0;811842580;0.0;;;;0.0;811842580
8.09.01.92.83;0;811841889;0.0;;;;0.0;811841889
8.09.01.93.27;0;811842951;0.0;;;;0.0;811842951
8.09.01.94.27;0;914286986;0.0;;;;0.0;914286986
8.09.01.96.35;4;812030523;3117.9;8.09.01.96.35;3117.9;8.09.01.96.35;3117.9;812030523
8.09.01.97.01;1;812030568;3117.9;8.09.01.97.01;3117.9;8.09.01.97.01;3117.9;812030568
8.09.01.98.27;0;817774447;0.0;;;;0.0;817774447
8.09.01.99.07;0;817775113;0.0;;;;0.0;817775113
8.09.02.01.10;2;811832327;5199.0;8.09.02.01.10;5199.0;8.09.02.01.10;5199.0;811832327
8.09.02.02.01;0;811837701;0.0;;;;0.0;811837701
8.09.02.03.10;0;811837740;0.0;;;;0.0;811837740
8.09.02.04.01;0;811832651;0.0;;;;0.0;811832651
8.09.02.05.01;0;811832656;0.0;;;;0.0;811832656
8.09.02.06.10;0;811832705;0.0;;;;0.0;811832705
8.09.02.07.10;0;914287753;0.0;;;;0.0;914287753
8.09.02.08.10;0;914287493;0.0;;;;0.0;914287493
8.09.02.100.106;0;811835686;0.0;;;;0.0;811835686
8.09.02.101.27;0;811834642;0.0;;;;0.0;811834642
8.09.02.102.27;0;811836188;3999.0;8.09.02.102.27;3999.0;8.09.02.102.27;3999.0;811836188
8.09.02.103.27;0;811835850;0.0;;;;0.0;811835850
8.09.02.104.10;2;811834320;3899.0;8.09.02.104.10;3899.0;8.09.02.104.10;3899.0;811834320
8.09.02.105.10;0;811832290;0.0;;;;0.0;811832290
8.09.02.106.01;0;811839958;0.0;;;;0.0;811839958
8.09.02.107.80;0;811840150;0.0;;;;0.0;811840150
8.09.02.108.01;0;811832742;0.0;;;;0.0;811832742
8.09.02.109.80;0;811832789;0.0;;;;0.0;811832789
8.09.02.11.10;0;914218824;0.0;;;;0.0;914218824
8.09.02.110.10;0;817774617;0.0;;;;0.0;817774617
8.09.02.111.10;0;811832614;0.0;;;;0.0;811832614
8.09.02.112.01;0;811840509;2999.0;8.09.02.112.01;2999.0;8.09.02.112.01;2999.0;811840509
8.09.02.113.80;0;811840605;0.0;;;;0.0;811840605
8.09.02.114.11;0;811840653;0.0;;;;0.0;811840653
8.09.02.115.01;0;811833061;4199.0;8.09.02.115.01;4199.0;8.09.02.115.01;4199.0;811833061
8.09.02.116.80;0;811833110;0.0;;;;0.0;811833110
8.09.02.117.01;0;811832882;0.0;;;;0.0;811832882
8.09.02.118.11;0;811832939;0.0;;;;0.0;811832939
8.09.02.119.01;0;914970751;0.0;;;;0.0;914970751
8.09.02.12.10;0;909753052;4159.9;8.09.02.12.10;4159.9;8.09.02.12.10;4159.9;909753052
8.09.02.123.10;0;812031936;1699.0;8.09.02.123.10;1699.0;8.09.02.123.10;1699.0;812031936
8.09.02.124.01;0;811837775;0.0;;;;0.0;811837775
8.09.02.125.11;0;811840371;0.0;;;;0.0;811840371
8.09.02.126.11;0;811832838;0.0;;;;0.0;811832838
8.09.02.127.01;0;811848128;0.0;;;;0.0;811848128
8.09.02.128.10;0;914218876;2999.0;8.09.02.128.10;2999.0;8.09.02.128.10;2999.0;914218876
8.09.02.129.10;0;914287519;4199.0;8.09.02.129.10;4199.0;8.09.02.129.10;4199.0;914287519
8.09.02.13.57;0;909753101;3119.9;8.09.02.13.57;3119.9;8.09.02.13.57;3119.9;909753101
8.09.02.130.01;20;909753241;2799.9;8.09.02.130.01;2799.9;8.09.02.130.01;2799.9;909753241
8.09.02.131.01;57;909753258;2799.9;8.09.02.131.01;2799.9;8.09.02.131.01;2799.9;909753258
8.09.02.132.10;24;909753270;2799.9;8.09.02.132.10;2799.9;8.09.02.132.10;2799.9;909753270
8.09.02.133.01;40;909753280;4199.9;8.09.02.133.01;4199.9;8.09.02.133.01;4199.9;909753280
8.09.02.134.01;35;909753291;4199.9;8.09.02.134.01;4199.9;8.09.02.134.01;4199.9;909753291
8.09.02.135.10;13;909753304;4199.9;8.09.02.135.10;4199.9;8.09.02.135.10;4199.9;909753304
8.09.02.14.10;0;909753178;5279.9;8.09.02.14.10;5279.9;8.09.02.14.10;5279.9;909753178
8.09.02.15.57;0;909753198;7599.9;8.09.02.15.57;7599.9;8.09.02.15.57;7599.9;909753198
8.09.02.16.57;0;909753202;4559.9;8.09.02.16.57;4559.9;8.09.02.16.57;4559.9;909753202
8.09.02.17.10;0;915287470;3999.0;8.09.02.17.10;3999.0;8.09.02.17.10;3999.0;915287470
8.09.02.18.01;1;915288316;999.0;8.09.02.18.01;999.0;8.09.02.18.01;999.0;915288316
8.09.02.19.10;0;922354752;0.0;;;;0.0;922354752
8.09.02.20.57;0;922355795;0.0;;;;0.0;922355795
8.09.02.66.27;0;817773745;0.0;;;;0.0;817773745
8.09.02.67.01;0;817774002;0.0;;;;0.0;817774002
8.09.02.68.80;0;914218212;0.0;;;;0.0;914218212
8.09.02.69.27;0;817774765;0.0;;;;0.0;817774765
8.09.02.72.01;1;914218325;4352.9;8.09.02.72.01;4352.9;8.09.02.72.01;4352.9;914218325
8.09.02.74.01;0;828554385;4999.0;8.09.02.74.01;4999.0;8.09.02.74.01;4999.0;828554385
8.09.02.76.80;0;914218422;0.0;;;;0.0;914218422
8.09.02.80.27;0;828554317;0.0;;;;0.0;828554317
8.09.02.81.01;0;828554260;0.0;;;;0.0;828554260
8.09.02.82.80;0;828554362;0.0;;;;0.0;828554362
8.09.02.83.01;0;914287003;0.0;;;;0.0;914287003
8.09.02.83.76;0;817774908;0.0;;;;0.0;817774908
8.09.02.84.80;0;817775324;0.0;;;;0.0;817775324
8.09.02.85.01;0;817774820;0.0;;;;0.0;817774820
8.09.02.86.76;0;914287031;0.0;;;;0.0;914287031
8.09.02.88.01;0;914287253;0.0;;;;0.0;914287253
8.09.02.89.01;0;828554465;0.0;;;;0.0;828554465
8.09.02.91.01;0;828554266;0.0;;;;0.0;828554266
8.09.02.92.00;0;828554340;0.0;;;;0.0;828554340
8.09.02.93.01;0;817775255;0.0;;;;0.0;817775255
8.09.02.94.00;0;828554441;0.0;;;;0.0;828554441
8.09.02.95.01;0;811834505;3499.0;8.09.02.95.01;3499.0;8.09.02.95.01;3499.0;811834505
8.09.02.96.106;0;811834573;0.0;;;;0.0;811834573
8.09.02.97.01;0;811836001;3999.0;8.09.02.97.01;3999.0;8.09.02.97.01;3999.0;811836001
8.09.02.98.106;0;811836121;3999.0;8.09.02.98.106;3999.0;8.09.02.98.106;3999.0;811836121
8.09.02.99.01;0;811835567;0.0;;;;0.0;811835567
8.09.03.01.10;2;914221898;820.9;8.09.03.01.10;820.9;8.09.03.01.10;820.9;914221898
8.09.03.02.10;1;909752907;459.9;8.09.03.02.10;459.9;8.09.03.02.10;459.9;909752907
8.09.03.03.07;15;909753062;819.9;8.09.03.03.07;819.9;8.09.03.03.07;819.9;909753062
8.09.03.04.01;5;909753077;719.9;8.09.03.04.01;719.9;8.09.03.04.01;719.9;909753077
8.09.03.05.18;8;909753087;719.9;8.09.03.05.18;719.9;8.09.03.05.18;719.9;909753087
8.09.03.100.01;0;812031433;1280.9;8.09.03.100.01;1280.9;8.09.03.100.01;1280.9;812031433
8.09.03.101.10;0;812031408;0.0;;;;0.0;812031408
8.09.03.102.01;1;914287096;1676.9;8.09.03.102.01;1676.9;8.09.03.102.01;1676.9;914287096
8.09.03.104.01;0;817774316;0.0;;;;0.0;817774316
8.09.03.105.10;0;914287205;0.0;;;;0.0;914287205
8.09.03.108.07;20;811846041;438.9;8.09.03.108.07;438.9;8.09.03.108.07;438.9;811846041
8.09.03.109.18;0;811846197;438.9;8.09.03.109.18;438.9;8.09.03.109.18;438.9;811846197
8.09.03.110.18;0;811836857;732.9;8.09.03.110.18;732.9;8.09.03.110.18;732.9;811836857
8.09.03.111.18;0;811832559;1173.9;8.09.03.111.18;1173.9;8.09.03.111.18;1173.9;811832559
